,Postal Code,Venue,Venue Latitude,Venue Longitude,Venue Category
0,M3A,Allwyn's Bakery,43.75984035203157,-79.32471879917513,Caribbean Restaurant
1,M3A,Donalda Golf & Country Club,43.75281596740471,-79.34274125604858,Golf Course
2,M3A,Graydon Hall Manor,43.76392256055678,-79.34296075662587,Event Space
3,M3A,Galleria Supermarket,43.75352001200256,-79.34951815337949,Supermarket
4,M3A,Island Foods,43.745866073988985,-79.34603533317939,Caribbean Restaurant
5,M3A,LCBO,43.75777384662435,-79.31425673330513,Liquor Store
6,M3A,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
7,M3A,What a Bagel,43.754330081991476,-79.35746465464855,Bagel Shop
8,M3A,The Captain's Boil,43.75498562271514,-79.34952402878943,Seafood Restaurant
9,M3A,Me Va Me Kitchen Express,43.754957495624346,-79.3518944966201,Mediterranean Restaurant
10,M3A,Kostas Meat Market,43.7606051148729,-79.30182964378845,Greek Restaurant
11,M3A,Damas Grillhouse & Juice Bar,43.74183944758683,-79.30929636830312,Mediterranean Restaurant
12,M3A,VIA CIBO | italian streetfood,43.75406686431253,-79.35795099741557,Italian Restaurant
13,M3A,Menchie's,43.754763678410455,-79.350012511473,Frozen Yogurt Shop
14,M3A,Shawarma Empire,43.743405300438305,-79.30364913090075,Middle Eastern Restaurant
15,M3A,Naan & Kabob Halal,43.74290326259434,-79.30514824489153,Middle Eastern Restaurant
16,M3A,North Beach Indoor Volleyball Academy,43.73719098696113,-79.32371442851704,Gym / Fitness Center
17,M3A,Casa Manila,43.75527711880187,-79.3488732271488,Asian Restaurant
18,M3A,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
19,M3A,Aroma Espresso Bar,43.73439968185306,-79.3452038090861,Café
20,M3A,CF Shops at Don Mills,43.73501112909844,-79.34478724407985,Shopping Mall
21,M3A,Ghadir Mid-Eastern Grocery,43.74363845933303,-79.30423348681926,Grocery Store
22,M3A,Tasty Shawarma & Falafel,43.776126433586356,-79.31842358888973,Falafel Restaurant
23,M3A,Johnny's Hamburgers,43.774832858281265,-79.32236466843996,Burger Joint
24,M3A,Chipotle Mexican Grill,43.73521,-79.34396,Mexican Restaurant
25,M3A,LA Fitness,43.74766522888878,-79.34707696065234,Gym / Fitness Center
26,M3A,Lara's Restaurant,43.77275131307785,-79.33281161231807,Middle Eastern Restaurant
27,M3A,Longo's York Mills,43.754319360674245,-79.35729068286336,Supermarket
28,M3A,Congee Queen 皇后名粥,43.735977372912316,-79.34735561803191,Cantonese Restaurant
29,M3A,Starbucks Reserve Bar,43.735764352650975,-79.34415591212019,Coffee Shop
30,M3A,Cineplex Cinemas,43.73427877090645,-79.34616425228229,Movie Theater
31,M3A,Darband Restaurant,43.755193955394894,-79.34849758596626,Middle Eastern Restaurant
32,M3A,Fat Bastard Burrito Co,43.77414615272252,-79.3222757269027,Burrito Place
33,M3A,Arz Fine Foods,43.74389829414246,-79.30099567107857,Supermarket
34,M3A,Le Cafe Michi,43.775837053094016,-79.31761690899509,Sushi Restaurant
35,M3A,Pho Metro,43.74536458313563,-79.29446212828603,Vietnamese Restaurant
36,M3A,Spoon And Fork Plus,43.75486170132753,-79.34961613583754,Japanese Restaurant
37,M3A,Tim Hortons,43.76066827030228,-79.32636763515987,Café
38,M3A,Patna Kebab House,43.743513095785126,-79.30163584158643,Indian Restaurant
39,M3A,Jatujak,43.736207542145884,-79.30766830088342,Thai Restaurant
40,M3A,Shooters Snooker & Sports Club,43.7426369394914,-79.3130521120638,Pool Hall
41,M3A,David Duncan House,43.75825858791358,-79.3488857478876,Steakhouse
42,M3A,The Keg Steakhouse + Bar - Leslie Street,43.758797847809696,-79.36074935128283,Restaurant
43,M3A,Georgy Porgy's,43.74166840284008,-79.31462510722652,American Restaurant
44,M3A,JOEY Don mills,43.733990328997315,-79.34473422057377,New American Restaurant
45,M3A,Bier Markt,43.73367930227106,-79.34446421133993,Restaurant
46,M3A,Dollarama,43.758135,-79.310672,Discount Store
47,M3A,Paramount Fine Foods,43.73654713885171,-79.34347318005996,Middle Eastern Restaurant
48,M3A,My Place Fish & Chips,43.77418906091909,-79.32247627212145,Seafood Restaurant
49,M3A,Baskin-Robbins,43.742158294897465,-79.31414057283564,Ice Cream Shop
50,M3A,Silverspoon restaurant,43.76357556091948,-79.30183395562985,Restaurant
51,M3A,Matsuda Japanese Cuisine & Teppanyaki,43.74549366550305,-79.34582141079446,Japanese Restaurant
52,M3A,Tim Hortons,43.77156824953461,-79.32039215232635,Coffee Shop
53,M3A,Makkalchon Korean Restaurant 맛깔촌,43.74494499908732,-79.2964935606234,Korean Restaurant
54,M3A,McEwan,43.73625640025338,-79.34513152081716,Gourmet Shop
55,M3A,Gilaneh,43.75635473062591,-79.34959588004786,Persian Restaurant
56,M3A,Freshii,43.75422087020506,-79.35166465666757,Salad Place
57,M3A,RBC Royal Bank,43.73682924214923,-79.34415153312058,Bank
58,M3A,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
59,M3A,Nasib's Shawarma & Falafel,43.743512,-79.3023,Middle Eastern Restaurant
60,M3A,Family Shawarma & Falafel,43.776290927315834,-79.31675649824632,Falafel Restaurant
61,M3A,Samjung Japanese Restaurant,43.75525099504457,-79.36032313234564,Japanese Restaurant
62,M3A,Ice 'n Cake,43.734292228891334,-79.34519795645626,Ice Cream Shop
63,M3A,Lindt & Sprüngli,43.7348401,-79.3452689,Chocolate Shop
64,M3A,Pizzaiolo,43.75473459877175,-79.35010987987614,Pizza Place
65,M3A,Omni Palace Noodle House,43.771047,-79.33157,Chinese Restaurant
66,M3A,Mamajoun Armenian Pizzeria,43.76047497908607,-79.30252184834966,Pizza Place
67,M3A,Ibrahim BBQ,43.74447414666509,-79.2974995139424,Middle Eastern Restaurant
68,M3A,Paisano,43.754946,-79.34958,Italian Restaurant
69,M3A,South St. Burger,43.734274151590064,-79.34365473960722,Burger Joint
70,M3A,GoodLife Fitness North York Victoria Terrace,43.742128,-79.31459,Gym
71,M3A,Aroma Espresso Bar,43.77088,-79.331775,Coffee Shop
72,M3A,Big Smoke Burger,43.752836,-79.358998,Burger Joint
73,M3A,Lin Garden,43.775842422010605,-79.31766046261744,Hakka Restaurant
74,M3A,China Cottage,43.759097495523434,-79.3104188485618,Hakka Restaurant
75,M3A,Starbucks,43.754199,-79.351382,Coffee Shop
76,M3A,A&W,43.76627195201865,-79.30184693144743,Fast Food Restaurant
77,M3A,Popeyes Louisiana Kitchen,43.75508117675781,-79.3493881225586,Fried Chicken Joint
78,M3A,Anthropologie,43.73399577300591,-79.34556371609538,Women's Store
79,M3A,Red Lobster,43.778415,-79.311773,Seafood Restaurant
80,M3A,The Bean Sprout,43.742228835254664,-79.31357696452841,Chinese Restaurant
81,M3A,Panera Bread,43.7348289,-79.3438876,Bakery
82,M3A,Edward Village,43.77073743663521,-79.33626651763916,Hotel
83,M3A,Staples,43.7583791,-79.3106954,Paper / Office Supplies Store
84,M3A,Tim Hortons,43.75829469411578,-79.31230985443108,Coffee Shop
85,M3A,Bruno's valu-mart,43.746143,-79.32463,Grocery Store
86,M3A,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
87,M3A,Athens Pastries,43.77391055417276,-79.32228407811631,Bakery
88,M3A,天天渔港 Captain's Catch,43.774961,-79.333873,Chinese Restaurant
89,M3A,Goose & Firkin,43.75615379030734,-79.36049355792709,Pub
90,M3A,GoodLife Fitness North York Sheppard and Consumers,43.774647,-79.328698,Gym
91,M3A,Five Guys,43.75451390200428,-79.35000397292158,Burger Joint
92,M3A,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant
93,M3A,Noodle Delight,43.77239870424429,-79.3202087535388,Chinese Restaurant
94,M3A,DAVIDsTEA,43.77759332519533,-79.34508888051846,Tea Room
95,M3A,Foodland - Toronto,43.773951,-79.340148,Grocery Store
96,M3A,Thai One On,43.75458309476642,-79.35154293935814,Thai Restaurant
97,M3A,"The Westin Prince, Toronto",43.75675942408352,-79.35042321681976,Hotel
98,M3A,Tim Hortons,43.74157865703848,-79.3189662694931,Coffee Shop
99,M3A,Beiruti Grand Cafe,43.773001568417364,-79.33253288902613,Middle Eastern Restaurant
100,M4A,Armenian Kitchen,43.73107096414275,-79.30539020048727,Middle Eastern Restaurant
101,M4A,Sultan Of Samosas,43.71882306937224,-79.30434985603264,Indian Restaurant
102,M4A,Aga Khan Museum,43.725105344569876,-79.33207588784165,History Museum
103,M4A,Jatujak,43.736207542145884,-79.30766830088342,Thai Restaurant
104,M4A,Damas Grillhouse & Juice Bar,43.74183944758683,-79.30929636830312,Mediterranean Restaurant
105,M4A,North Beach Indoor Volleyball Academy,43.73719098696113,-79.32371442851704,Gym / Fitness Center
106,M4A,Adonis,43.72918804328251,-79.29039141714497,Grocery Store
107,M4A,Naan & Kabob Halal,43.74290326259434,-79.30514824489153,Middle Eastern Restaurant
108,M4A,Shawarma Empire,43.743405300438305,-79.30364913090075,Middle Eastern Restaurant
109,M4A,Victoria Village Arena,43.72348055545508,-79.31563520925143,Hockey Arena
110,M4A,LCBO,43.7292605867195,-79.2921438674251,Liquor Store
111,M4A,Toronto Climbing Academy,43.709362,-79.315006,Rock Climbing Spot
112,M4A,Diwan,43.72500200926036,-79.33201941694439,Middle Eastern Restaurant
113,M4A,Ghadir Mid-Eastern Grocery,43.74363845933303,-79.30423348681926,Grocery Store
114,M4A,Shirin Kebab House,43.72550281069787,-79.29813211961901,Middle Eastern Restaurant
115,M4A,Kaiseki Yu-Zen Hashimoto,43.720931369435235,-79.33718506953988,Japanese Restaurant
116,M4A,Peek Freans Cookie Outlet,43.71326033174486,-79.30806318602713,Bakery
117,M4A,Arz Fine Foods,43.74389829414246,-79.30099567107857,Supermarket
118,M4A,Pho Metro,43.74536458313563,-79.29446212828603,Vietnamese Restaurant
119,M4A,Sorento Restaurant,43.72657509457231,-79.34198930569546,Italian Restaurant
120,M4A,Aroma Espresso Bar,43.73439968185306,-79.3452038090861,Café
121,M4A,Patna Kebab House,43.743513095785126,-79.30163584158643,Indian Restaurant
122,M4A,Muddy York Brewing Co.,43.71236216662408,-79.31201930161387,Brewery
123,M4A,CF Shops at Don Mills,43.73501112909844,-79.34478724407985,Shopping Mall
124,M4A,California Sandwiches,43.72618639125825,-79.28768794317776,Sandwich Place
125,M4A,PetSmart,43.7299452,-79.2822257,Pet Store
126,M4A,Chipotle Mexican Grill,43.73521,-79.34396,Mexican Restaurant
127,M4A,The Corner Bank Sports Bar & Grill,43.73139918125402,-79.28831721167329,Sports Bar
128,M4A,Tim Hortons,43.72339929887286,-79.30264703929424,Coffee Shop
129,M4A,Cineplex Cinemas,43.73427877090645,-79.34616425228229,Movie Theater
130,M4A,Bath & Body Works,43.72757638808758,-79.29237484931946,Distribution Center
131,M4A,Georgy Porgy's,43.74166840284008,-79.31462510722652,American Restaurant
132,M4A,Bulk Barn,43.726398794850354,-79.29996389360734,Grocery Store
133,M4A,Sunny Foodmart,43.71440700906993,-79.33370230230358,Grocery Store
134,M4A,Crown Pastries,43.746098,-79.293142,Bakery
135,M4A,Ontario Science Centre,43.71640327769429,-79.33940197624067,Science Museum
136,M4A,Japanese Canadian Cultural Centre,43.726429,-79.334971,Concert Hall
137,M4A,Fitness Connection,43.72747286430573,-79.34170684305083,Gym
138,M4A,Baran's Turkish Restaurant & Bar,43.72897800106711,-79.28081055404853,Turkish Restaurant
139,M4A,Shooters Snooker & Sports Club,43.7426369394914,-79.3130521120638,Pool Hall
140,M4A,Jawny Bakers,43.705782646822,-79.31291304477831,Gastropub
141,M4A,Starbucks Reserve Bar,43.735764352650975,-79.34415591212019,Coffee Shop
142,M4A,Diana's Seafood Delight,43.74574539734533,-79.29163423555568,Fish Market
143,M4A,Makkalchon Korean Restaurant 맛깔촌,43.74494499908732,-79.2964935606234,Korean Restaurant
144,M4A,Gingerman Restaurant,43.707844,-79.29558,Restaurant
145,M4A,Dollarama,43.72225,-79.289431,Discount Store
146,M4A,Congee Queen 皇后名粥,43.735977372912316,-79.34735561803191,Cantonese Restaurant
147,M4A,Winners,43.7291479,-79.2939779,Department Store
148,M4A,Nasib's Shawarma & Falafel,43.743512,-79.3023,Middle Eastern Restaurant
149,M4A,JOEY Don mills,43.733990328997315,-79.34473422057377,New American Restaurant
150,M4A,Bier Markt,43.73367930227106,-79.34446421133993,Restaurant
151,M4A,Baskin-Robbins,43.742158294897465,-79.31414057283564,Ice Cream Shop
152,M4A,Shaheen Tikka & Kabab House,43.71401101858947,-79.33429628953289,Pakistani Restaurant
153,M4A,Ibrahim BBQ,43.74447414666509,-79.2974995139424,Middle Eastern Restaurant
154,M4A,Fat Bastard Burrito Co,43.72708717532442,-79.28747878003628,Burrito Place
155,M4A,HomeSense,43.7299138802753,-79.2898964881896,Furniture / Home Store
156,M4A,Costco Business Center,43.73087869819469,-79.28341250574857,Warehouse Store
157,M4A,East York Gymnastics,43.710654,-79.309279,Gym / Fitness Center
158,M4A,Petro-Canada,43.725905,-79.296675,Gas Station
159,M4A,Paramount Fine Foods,43.73654713885171,-79.34347318005996,Middle Eastern Restaurant
160,M4A,Ice 'n Cake,43.734292228891334,-79.34519795645626,Ice Cream Shop
161,M4A,Ital Vital Rastarant,43.71721649169922,-79.29380798339844,Vegetarian / Vegan Restaurant
162,M4A,McEwan,43.73625640025338,-79.34513152081716,Gourmet Shop
163,M4A,South St. Burger,43.734274151590064,-79.34365473960722,Burger Joint
164,M4A,Lindt & Sprüngli,43.7348401,-79.3452689,Chocolate Shop
165,M4A,Tilley Endurables,43.72703319748601,-79.34292634000684,Clothing Store
166,M4A,Tim Hortons,43.72289725323043,-79.33911703526974,Coffee Shop
167,M4A,The Bean Sprout,43.742228835254664,-79.31357696452841,Chinese Restaurant
168,M4A,Jetsun's Juicyburger,43.7413,-79.289345,Burger Joint
169,M4A,RBC Royal Bank,43.73682924214923,-79.34415153312058,Bank
170,M4A,Oomomo,43.72642908913988,-79.34328336099873,Discount Store
171,M4A,Diana's Oyster Bar & Grill,43.74565030746695,-79.29158004146461,Seafood Restaurant
172,M4A,Teriyaki Experience,43.727006343257656,-79.29294587931092,Japanese Restaurant
173,M4A,Anthropologie,43.73399577300591,-79.34556371609538,Women's Store
174,M4A,Cineplex Cinemas,43.72260126644728,-79.29198328049138,Movie Theater
175,M4A,Pasha Authentic Turkish Cuisine,43.708239752282864,-79.34269885561817,Turkish Restaurant
176,M4A,Swiss Chalet,43.726747353541775,-79.34162487001265,Restaurant
177,M4A,Panera Bread,43.7348289,-79.3438876,Bakery
178,M4A,Real Canadian Superstore,43.722704,-79.337508,Supermarket
179,M4A,Healthy Planet,43.72524028773355,-79.29161791447774,Health Food Store
180,M4A,Burrito Boyz,43.72598045889281,-79.28668407067222,Burrito Place
181,M4A,Smith Bros. Steakhouse & Tavern,43.728788528851034,-79.28839753879764,Steakhouse
182,M4A,LA Fitness,43.730396388418576,-79.28517752385322,Gym / Fitness Center
183,M4A,Just Hockey Source For Sports,43.72709513128194,-79.34259061584578,Sporting Goods Shop
184,M4A,Vienna Fine Foods,43.733638786308916,-79.27929783335928,Deli / Bodega
185,M4A,D Spot Dessert Cafe,43.72291263114418,-79.28940474250896,Dessert Shop
186,M4A,Skiis and Biikes,43.726350918006425,-79.34297712786963,Bike Shop
187,M4A,Mexitaco,43.708595,-79.2957,Mexican Restaurant
188,M4A,Hakka Legend,43.726046144728045,-79.28656126436917,Chinese Restaurant
189,M4A,TD Canada Trust,43.733412,-79.3456709,Bank
190,M4A,Wilket Creek Park,43.720357941071484,-79.35248229977486,Park
191,M4A,Big Moe's (Halal),43.744333584450956,-79.2977313160344,Burger Joint
192,M4A,Omnimax,43.716742767068624,-79.33885683924288,Movie Theater
193,M4A,Michaels,43.724256216918484,-79.28929294826837,Arts & Crafts Store
194,M4A,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
195,M4A,Staples,43.72927920787797,-79.284047390213,Paper / Office Supplies Store
196,M4A,Metro,43.73382694036637,-79.34347909126137,Supermarket
197,M4A,Wexford Restaurant,43.7460300445972,-79.29384330907153,Breakfast Spot
198,M4A,Memories of Japan,43.727078,-79.340794,Japanese Restaurant
199,M4A,TD Canada Trust,43.7292817,-79.2827795,Bank
200,M5A,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
201,M5A,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
202,M5A,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
203,M5A,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
204,M5A,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
205,M5A,Morning Glory Cafe,43.653946942635294,-79.36114884214422,Breakfast Spot
206,M5A,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
207,M5A,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
208,M5A,Starbucks,43.651613,-79.364917,Coffee Shop
209,M5A,Mangia and Bevi Resto-Bar,43.652249517927686,-79.36635530500347,Italian Restaurant
210,M5A,Corktown Common,43.655617799749734,-79.3562113397429,Park
211,M5A,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
212,M5A,LCBO,43.65098233828489,-79.36536081685296,Liquor Store
213,M5A,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
214,M5A,Regent Park Aquatic Centre,43.6606003130796,-79.36139162915349,Pool
215,M5A,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
216,M5A,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
217,M5A,Underpass Park,43.65576361726024,-79.3548059463501,Park
218,M5A,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
219,M5A,The Black Canary Espresso Bar,43.651868733003134,-79.36850642387674,Café
220,M5A,Souk Tabule,43.65375556880743,-79.35439006096168,Mediterranean Restaurant
221,M5A,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
222,M5A,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
223,M5A,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
224,M5A,Fusaro's,43.65334679826618,-79.36951731755141,Italian Restaurant
225,M5A,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
226,M5A,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
227,M5A,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
228,M5A,Starbucks,43.651178,-79.367955,Coffee Shop
229,M5A,NEO COFFEE BAR,43.65070234158804,-79.36925939681731,Coffee Shop
230,M5A,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
231,M5A,Spotify,43.64991916262922,-79.35886149447444,Tech Startup
232,M5A,Parliament Square Park,43.65026388338689,-79.36219509081177,Park
233,M5A,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant
234,M5A,I Love Churros,43.65836361668554,-79.36558277878224,Food Truck
235,M5A,Merchants of Green Coffee,43.659916,-79.353963,Coffee Shop
236,M5A,Daniels Spectrum,43.66013679276432,-79.36180783336452,Performing Arts Venue
237,M5A,Brick Street Bakery,43.650574039683974,-79.35953942981405,Bakery
238,M5A,Balzac's Coffee,43.649797141476185,-79.35914199644303,Coffee Shop
239,M5A,Caffe Furbo,43.649969882303814,-79.35884946388191,Café
240,M5A,EQ3,43.65129553904327,-79.36825667378011,Furniture / Home Store
241,M5A,Cluck Clucks,43.64964842651325,-79.3664078057654,Restaurant
242,M5A,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
243,M5A,The George Street Diner,43.65297,-79.371467,Diner
244,M5A,Paintbox Bistro,43.660050475903624,-79.36285470971839,Restaurant
245,M5A,The Extension Room,43.65331304337331,-79.35972538072777,Gym / Fitness Center
246,M5A,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
247,M5A,Berkeley Street Theatre,43.65051724574011,-79.36417258802608,Theater
248,M5A,Berkeley Bistro,43.64995993956305,-79.36388845370516,Gastropub
249,M5A,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
250,M5A,Dark Horse Espresso Bar,43.65849807585409,-79.35235639621163,Coffee Shop
251,M5A,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
252,M5A,John Fluevog Shoes,43.64989585773889,-79.3594359503061,Shoe Store
253,M5A,Greg's Ice Cream,43.65010164153305,-79.3604404498866,Ice Cream Shop
254,M5A,Toronto Humane Society,43.65769802359708,-79.3565828808708,Animal Shelter
255,M5A,Thai To Go,43.663418,-79.36071,Thai Restaurant
256,M5A,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
257,M5A,Bulk Barn,43.64999368528393,-79.37009943145777,Grocery Store
258,M5A,The Poet Cafe,43.65063683072023,-79.37127573699792,Café
259,M5A,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
260,M5A,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
261,M5A,White Lily Diner,43.65867460038718,-79.35107379221633,Diner
262,M5A,Quad East,43.65868140211272,-79.35127335463245,Gym / Fitness Center
263,M5A,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
264,M5A,Soulpepper Theatre,43.65078003430492,-79.35761534068922,Theater
265,M5A,FARMR Eatery & Catering,43.648419863375096,-79.37027379521088,Bistro
266,M5A,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
267,M5A,The Sweet Escape Patisserie,43.65063217302609,-79.35870913127346,Bakery
268,M5A,The Broadview Hotel,43.6590599,-79.35003,Hotel
269,M5A,Mill St. Brew Pub,43.65035331843578,-79.35848936650571,Pub
270,M5A,The Aviary,43.65363394725125,-79.35466212072043,Pub
271,M5A,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub
272,M5A,Triple A Bar (AAA),43.65165840099557,-79.3727201723461,BBQ Joint
273,M5A,St Lawrence Community Centre Pool,43.64955698056156,-79.36506251486433,Gym Pool
274,M5A,Bellisimo Pizzeria & Ristorante,43.648748,-79.368684,Pizza Place
275,M5A,Ontario Restaurant,43.65888321199789,-79.36836906142996,Diner
276,M5A,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
277,M5A,Page One Cafe,43.65777161112601,-79.3760725691681,Café
278,M5A,Young People's Theatre,43.64979311983223,-79.36888127403039,Theater
279,M5A,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
280,M5A,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
281,M5A,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
282,M5A,Arta Gallery,43.650022181882065,-79.36122168476822,Art Gallery
283,M5A,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
284,M5A,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
285,M5A,The Abnormal Beauty Company,43.649892147380996,-79.3610051085219,Cosmetics Shop
286,M5A,Pet Valu,43.66420501339666,-79.36846012382637,Pet Store
287,M5A,Zakkushi ざっ串,43.663618353768534,-79.37067046949925,Japanese Restaurant
288,M5A,The Irv Gastro Pub,43.663556,-79.370617,Gastropub
289,M5A,Izumi,43.6499697935016,-79.36015326451906,Asian Restaurant
290,M5A,El Catrin,43.650600737116996,-79.35892024942333,Mexican Restaurant
291,M5A,Rooftop At Broadview Hotel,43.6591094703885,-79.35007412650944,Hotel Bar
292,M5A,Labour Of Love,43.663907,-79.368822,Gift Shop
293,M5A,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
294,M5A,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
295,M5A,Ardo,43.6512011278776,-79.36835027595798,Italian Restaurant
296,M5A,Everyday Gourmet (Teas & Coffees),43.64875714757637,-79.37164539765817,Coffee Shop
297,M5A,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
298,M5A,Crepe It Up!,43.64873614340388,-79.37162306748482,Creperie
299,M5A,Eastbound Brewing Company,43.65900780122884,-79.35024989233756,Brewery
300,M6A,Nordstrom,43.7260545,-79.4494431,Clothing Store
301,M6A,Crate & Barrel,43.72658365,-79.45266115,Furniture / Home Store
302,M6A,Ted Baker London,43.72451893248142,-79.45270961233477,Clothing Store
303,M6A,Yorkdale Shopping Centre,43.72548184266099,-79.45273563264436,Shopping Mall
304,M6A,Godiva Chocolatier,43.7259875,-79.4542377,Chocolate Shop
305,M6A,RH Courtyard Café,43.7248736,-79.4555364,Restaurant
306,M6A,The Lego Store,43.725146367972975,-79.45297438060997,Toy / Game Store
307,M6A,UNIQLO ユニクロ,43.72644624289554,-79.450564443079,Clothing Store
308,M6A,Williams-Sonoma,43.72549729371171,-79.45180914321543,Kitchen Supply Store
309,M6A,John Varvatos,43.724428411509365,-79.4536886988404,Men's Store
310,M6A,MAC Cosmetics,43.72624153205319,-79.45219646990586,Cosmetics Shop
311,M6A,SEPHORA,43.725469563870774,-79.45199960939351,Cosmetics Shop
312,M6A,LCBO,43.73271669596289,-79.45471700811727,Liquor Store
313,M6A,Krystos,43.71851626753137,-79.45585522412502,Greek Restaurant
314,M6A,Tiffany & Co.,43.724858,-79.452096,Jewelry Store
315,M6A,Indigo,43.727006161344995,-79.45188256634867,Bookstore
316,M6A,Villa Madina,43.724684,-79.454172,Mediterranean Restaurant
317,M6A,Harvey's,43.71533697302975,-79.45539587874885,Restaurant
318,M6A,DAVIDsTEA,43.72416755096063,-79.4539350271225,Tea Room
319,M6A,Apple Yorkdale,43.7242617,-79.4531034,Electronics Store
320,M6A,Shoppers Drug Mart,43.724775,-79.45538,Pharmacy
321,M6A,All Saints,43.72437763616194,-79.45364623619574,Clothing Store
322,M6A,Classic Creations,43.73282495775122,-79.45183753967285,Jewelry Store
323,M6A,Jimmy The Greek,43.726137741274506,-79.45210637051972,Greek Restaurant
324,M6A,lululemon,43.7256858,-79.4502545,Clothing Store
325,M6A,Levi's,43.72518987998329,-79.45326085451003,Clothing Store
326,M6A,Yuki Japanese Restaurant,43.72060971477955,-79.45611946822187,Sushi Restaurant
327,M6A,Mary Brown's Famous Chicken,43.71830860417442,-79.45570632677568,Fried Chicken Joint
328,M6A,Dine On 3,43.725890608726935,-79.452287937104,Food Court
329,M6A,Swiss Chalet,43.71722432853837,-79.45622274434868,Restaurant
330,M6A,Costco,43.73090022835022,-79.4557174545216,Warehouse Store
331,M6A,The Burger's Priest,43.7207893797841,-79.45676631978057,Fast Food Restaurant
332,M6A,Hudson's Bay,43.72618961354078,-79.45533454666722,Department Store
333,M6A,Caffè Demetre,43.72017931839126,-79.45621855808365,Dessert Shop
334,M6A,BATLgrounds,43.72405414025907,-79.46339833125026,Athletics & Sports
335,M6A,Starbucks,43.732211,-79.451843,Coffee Shop
336,M6A,United Bakers Dairy Restaurant,43.7200428099426,-79.43109456040295,Breakfast Spot
337,M6A,The Cheesecake Factory,43.72629712488562,-79.45426225662231,American Restaurant
338,M6A,Marche Istanbul,43.71912892212775,-79.45763083788877,Grocery Store
339,M6A,Popeyes Louisiana Kitchen,43.72247710118178,-79.45647214024791,Fried Chicken Joint
340,M6A,Sampaguita Village Restaurant,43.73693345518229,-79.43650177948841,Asian Restaurant
341,M6A,Michaels,43.732839,-79.453067,Arts & Crafts Store
342,M6A,Lac Vien Vietnamese Restaurant,43.72125878799614,-79.46847226859448,Vietnamese Restaurant
343,M6A,Chef 47,43.730482902230214,-79.46642184396892,Turkish Restaurant
344,M6A,Viewmount Park,43.707214014792285,-79.43822872614497,Playground
345,M6A,Roots,43.71821373389962,-79.46389305304558,Boutique
346,M6A,Meatpoint,43.727943,-79.478551,Steakhouse
347,M6A,Pancer's Original Deli,43.74080445352652,-79.4351901216509,Deli / Bodega
